"weatherID;""city"";""time"";""temp_f"";""cloud_cover"";""wind_mph"";""pressure_mb"""
"78;""Orlando"";""2024-07-14 17:26:47"";89.2;60;3.4;1018.0"
"79;""Orlando"";""2024-07-14 17:27:47"";78.1;100;34.9;1020.0"
"80;""Orlando"";""2024-07-14 17:28:47"";89.2;60;3.4;1018.0"
"81;""Orlando"";""2024-07-14 17:29:47"";78.1;100;34.9;1020.0"
"82;""Orlando"";""2024-07-14 17:30:47"";78.1;100;34.9;1020.0"
"83;""Orlando"";""2024-07-14 17:31:47"";78.1;100;34.9;1020.0"
"84;""Orlando"";""2024-07-14 17:32:47"";78.1;100;34.9;1020.0"
"85;""Orlando"";""2024-07-14 17:33:47"";75.9;60;16.1;1021.0"
"86;""Orlando"";""2024-07-14 17:34:47"";75.9;60;16.1;1021.0"
"87;""Orlando"";""2024-07-14 17:35:47"";78.1;100;34.9;1020.0"
"88;""Orlando"";""2024-07-14 17:36:46"";78.1;100;34.9;1020.0"
"89;""Orlando"";""2024-07-14 17:37:47"";75.9;60;16.1;1021.0"
"90;""Orlando"";""2024-07-14 17:38:47"";75.9;60;16.1;1021.0"
"91;""Orlando"";""2024-07-14 17:39:47"";75.9;60;16.1;1021.0"
"92;""Orlando"";""2024-07-14 17:40:48"";75.9;60;16.1;1021.0"
"93;""Orlando"";""2024-07-14 17:41:46"";75.9;60;16.1;1021.0"
"94;""Orlando"";""2024-07-14 17:42:46"";75.9;60;16.1;1021.0"
"95;""Orlando"";""2024-07-14 17:43:47"";75.9;60;16.1;1021.0"
"96;""Orlando"";""2024-07-14 17:44:47"";75.9;60;16.1;1021.0"
"97;""Orlando"";""2024-07-14 17:45:47"";75.9;60;16.1;1021.0"
"98;""Orlando"";""2024-07-14 17:46:47"";73.9;100;12.5;1020.0"
"99;""Orlando"";""2024-07-14 17:47:46"";73.9;100;12.5;1020.0"
"100;""Orlando"";""2024-07-14 17:48:47"";73.9;100;12.5;1020.0"
"101;""Orlando"";""2024-07-14 17:49:47"";73.9;100;12.5;1020.0"
"102;""Orlando"";""2024-07-14 17:50:47"";73.9;100;12.5;1020.0"
"103;""Orlando"";""2024-07-14 17:51:47"";73.9;100;12.5;1020.0"
"104;""Orlando"";""2024-07-14 17:52:47"";73.9;100;12.5;1020.0"
"105;""Orlando"";""2024-07-14 17:53:47"";73.9;100;12.5;1020.0"
"106;""Orlando"";""2024-07-14 17:54:47"";73.9;100;12.5;1020.0"
"107;""Orlando"";""2024-07-14 17:55:47"";73.9;100;12.5;1020.0"
"108;""Orlando"";""2024-07-14 17:56:47"";73.9;100;12.5;1020.0"
"109;""Orlando"";""2024-07-14 17:57:55"";73.9;100;12.5;1020.0"
"110;""Orlando"";""2024-07-14 17:58:47"";73.9;100;12.5;1020.0"
"111;""Orlando"";""2024-07-14 17:59:48"";73.9;100;12.5;1020.0"
"112;""Orlando"";""2024-07-14 18:00:46"";73.9;100;12.5;1020.0"
"113;""Orlando"";""2024-07-14 18:01:48"";73.9;100;12.5;1020.0"
"114;""Orlando"";""2024-07-14 18:02:48"";73.9;100;12.5;1020.0"
"115;""Orlando"";""2024-07-14 18:03:47"";73.9;100;12.5;1020.0"
"116;""Orlando"";""2024-07-14 18:04:48"";73.9;100;12.5;1020.0"
"117;""Orlando"";""2024-07-14 18:05:47"";87.7;75;4.7;1018.0"
"118;""Orlando"";""2024-07-14 18:06:47"";73.9;100;12.5;1020.0"
"119;""Orlando"";""2024-07-14 18:07:47"";87.7;75;4.7;1018.0"
"120;""Orlando"";""2024-07-14 18:08:47"";87.7;75;4.7;1018.0"
"121;""Orlando"";""2024-07-14 18:09:46"";73.9;100;12.5;1020.0"
"122;""Orlando"";""2024-07-14 18:10:47"";73.9;100;12.5;1020.0"
"123;""Orlando"";""2024-07-14 18:11:47"";73.9;100;12.5;1020.0"
"124;""Orlando"";""2024-07-14 18:12:48"";73.9;100;12.5;1020.0"
"125;""Orlando"";""2024-07-14 18:13:47"";73.9;100;12.5;1020.0"
"126;""Orlando"";""2024-07-14 18:14:47"";73.9;100;12.5;1020.0"
"127;""Orlando"";""2024-07-14 18:15:47"";73.9;100;12.5;1020.0"
"128;""Orlando"";""2024-07-14 18:16:46"";73.9;100;12.5;1020.0"
"129;""Orlando"";""2024-07-14 18:17:47"";73.9;100;12.5;1020.0"
"130;""Orlando"";""2024-07-14 18:18:47"";73.9;100;19.2;1019.0"
"131;""Orlando"";""2024-07-14 18:19:47"";73.9;100;19.2;1019.0"
"132;""Orlando"";""2024-07-14 18:20:47"";87.7;75;4.7;1018.0"
"133;""Orlando"";""2024-07-14 18:21:47"";87.7;75;4.7;1018.0"
"134;""Orlando"";""2024-07-14 18:22:48"";73.9;100;19.2;1019.0"
"135;""Orlando"";""2024-07-14 18:23:47"";73.9;100;19.2;1019.0"
"136;""Orlando"";""2024-07-14 18:24:48"";73.9;100;19.2;1019.0"
"137;""Orlando"";""2024-07-14 18:25:47"";73.9;100;19.2;1019.0"
"138;""Orlando"";""2024-07-14 18:26:47"";73.9;100;19.2;1019.0"
"139;""Orlando"";""2024-07-14 18:27:48"";73.9;100;19.2;1019.0"
"140;""Orlando"";""2024-07-14 18:28:47"";73.9;100;19.2;1019.0"
"141;""Orlando"";""2024-07-14 18:29:47"";73.9;100;19.2;1019.0"
"142;""Orlando"";""2024-07-14 18:30:47"";73.9;100;19.2;1019.0"
"143;""Orlando"";""2024-07-14 18:31:48"";87.7;75;4.7;1018.0"
"144;""Orlando"";""2024-07-14 18:32:47"";87.7;75;4.7;1018.0"
"145;""Orlando"";""2024-07-14 18:33:47"";87.7;75;4.7;1018.0"
"146;""Orlando"";""2024-07-14 18:34:47"";87.7;75;4.7;1018.0"
"147;""Orlando"";""2024-07-14 18:35:47"";75.0;100;8.1;1020.0"
"148;""Orlando"";""2024-07-14 18:36:47"";75.0;100;8.1;1020.0"
"149;""Orlando"";""2024-07-14 18:37:47"";87.7;75;4.7;1018.0"
"150;""Orlando"";""2024-07-14 18:38:46"";75.0;100;8.1;1020.0"
"151;""Orlando"";""2024-07-14 18:39:47"";87.7;75;4.7;1018.0"
"152;""Orlando"";""2024-07-14 18:40:48"";75.0;100;8.1;1020.0"
"153;""Orlando"";""2024-07-14 18:41:47"";75.0;100;8.1;1020.0"
"154;""Orlando"";""2024-07-14 18:42:47"";75.0;100;8.1;1020.0"
"155;""Orlando"";""2024-07-14 18:43:48"";75.0;100;8.1;1020.0"
"156;""Orlando"";""2024-07-14 18:44:48"";75.0;100;8.1;1020.0"
"157;""Orlando"";""2024-07-14 18:45:47"";75.0;100;8.1;1020.0"
"158;""Orlando"";""2024-07-14 18:46:46"";75.0;100;8.1;1020.0"
"159;""Orlando"";""2024-07-14 18:47:47"";75.0;100;8.1;1020.0"
"160;""Orlando"";""2024-07-14 18:48:48"";75.9;50;6.9;1020.0"
"161;""Orlando"";""2024-07-14 18:49:47"";75.9;50;6.9;1020.0"
"162;""Orlando"";""2024-07-14 18:50:46"";75.9;50;6.9;1020.0"
"163;""Orlando"";""2024-07-14 18:51:46"";75.9;50;6.9;1020.0"
"164;""Orlando"";""2024-07-14 18:52:47"";87.7;75;4.7;1018.0"
"165;""Orlando"";""2024-07-14 18:53:46"";87.7;75;4.7;1018.0"
"166;""Orlando"";""2024-07-14 18:54:47"";75.9;50;6.9;1020.0"
"167;""Orlando"";""2024-07-14 18:55:48"";75.9;50;6.9;1020.0"
"168;""Orlando"";""2024-07-14 18:56:47"";75.9;50;6.9;1020.0"
"169;""Orlando"";""2024-07-14 18:57:46"";75.9;50;6.9;1020.0"
"170;""Orlando"";""2024-07-14 18:58:47"";75.9;50;6.9;1020.0"
"171;""Orlando"";""2024-07-14 18:59:47"";75.9;50;6.9;1020.0"
"172;""Orlando"";""2024-07-14 19:00:47"";75.9;50;6.9;1020.0"
"173;""Orlando"";""2024-07-14 19:01:47"";75.9;50;6.9;1020.0"
"174;""Orlando"";""2024-07-14 19:02:47"";85.2;88;4.0;1017.0"
"175;""Orlando"";""2024-07-14 19:03:47"";75.9;50;6.9;1020.0"
"176;""Orlando"";""2024-07-14 19:04:47"";75.9;50;6.9;1020.0"
"177;""Orlando"";""2024-07-14 19:05:46"";75.9;50;6.9;1020.0"
"178;""Orlando"";""2024-07-14 19:06:47"";75.9;50;6.9;1020.0"
"179;""Orlando"";""2024-07-14 19:07:47"";85.2;88;4.0;1017.0"
"180;""Orlando"";""2024-07-14 19:08:46"";85.2;88;4.0;1017.0"
"181;""Orlando"";""2024-07-14 19:09:46"";85.2;88;4.0;1017.0"
"182;""Orlando"";""2024-07-14 19:10:46"";85.2;88;4.0;1017.0"
"183;""Orlando"";""2024-07-14 19:11:47"";75.9;50;6.9;1020.0"
"184;""Orlando"";""2024-07-14 19:12:47"";75.9;50;6.9;1020.0"
"185;""Orlando"";""2024-07-14 19:13:46"";75.9;50;6.9;1020.0"
"186;""Orlando"";""2024-07-14 19:14:47"";75.9;50;6.9;1020.0"
"187;""Orlando"";""2024-07-14 19:15:47"";75.9;50;6.9;1020.0"
"188;""Orlando"";""2024-07-14 19:16:47"";75.9;75;6.9;1020.0"
"189;""Orlando"";""2024-07-14 19:17:46"";75.9;75;6.9;1020.0"
"190;""Orlando"";""2024-07-14 19:18:47"";75.9;75;6.9;1020.0"
"191;""Orlando"";""2024-07-14 19:19:48"";75.9;75;6.9;1020.0"
"192;""Orlando"";""2024-07-14 19:20:47"";75.9;75;6.9;1020.0"
"193;""Orlando"";""2024-07-14 19:21:47"";75.9;75;6.9;1020.0"
"194;""Orlando"";""2024-07-14 19:22:47"";75.9;75;6.9;1020.0"
"195;""Orlando"";""2024-07-14 19:23:48"";75.9;75;6.9;1020.0"
"196;""Orlando"";""2024-07-14 19:24:48"";75.9;75;6.9;1020.0"
"197;""Orlando"";""2024-07-14 19:25:46"";75.9;75;6.9;1020.0"
"198;""Orlando"";""2024-07-14 19:26:46"";75.9;75;6.9;1020.0"
"199;""Orlando"";""2024-07-14 19:27:47"";75.9;75;6.9;1020.0"
"200;""Orlando"";""2024-07-14 19:28:47"";75.9;75;6.9;1020.0"
"201;""Orlando"";""2024-07-14 19:29:47"";75.9;75;6.9;1020.0"
"202;""Orlando"";""2024-07-14 19:30:47"";75.9;75;6.9;1020.0"
"203;""Orlando"";""2024-07-14 19:31:47"";77.4;50;2.2;1020.0"
"204;""Orlando"";""2024-07-14 19:32:46"";77.4;50;2.2;1020.0"
"205;""Orlando"";""2024-07-14 19:33:46"";77.4;50;2.2;1020.0"
"206;""Orlando"";""2024-07-14 19:34:47"";85.2;88;4.0;1017.0"
"207;""Orlando"";""2024-07-14 19:35:47"";77.4;50;2.2;1020.0"
"208;""Orlando"";""2024-07-14 19:36:47"";85.2;88;4.0;1017.0"
"209;""Orlando"";""2024-07-14 19:37:48"";77.4;50;2.2;1020.0"
"210;""Orlando"";""2024-07-14 19:38:48"";77.4;50;2.2;1020.0"
"211;""Orlando"";""2024-07-14 19:39:47"";77.4;50;2.2;1020.0"
"212;""Orlando"";""2024-07-14 19:40:46"";77.4;50;2.2;1020.0"
"213;""Orlando"";""2024-07-14 19:41:47"";77.4;50;2.2;1020.0"
"214;""Orlando"";""2024-07-14 19:42:47"";85.2;88;4.0;1017.0"
"215;""Orlando"";""2024-07-14 19:43:47"";85.2;88;4.0;1017.0"
"216;""Orlando"";""2024-07-14 19:44:47"";77.4;50;2.2;1020.0"
"217;""Orlando"";""2024-07-14 19:45:47"";85.2;88;4.0;1017.0"
"218;""Orlando"";""2024-07-14 19:46:47"";77.4;50;2.2;1020.0"
"219;""Orlando"";""2024-07-14 19:47:47"";77.4;50;2.2;1020.0"
"220;""Orlando"";""2024-07-14 19:48:47"";77.2;75;4.3;1020.0"
"221;""Orlando"";""2024-07-14 19:49:47"";77.2;75;4.3;1020.0"
"222;""Orlando"";""2024-07-14 19:50:47"";77.2;75;4.3;1020.0"
"223;""Orlando"";""2024-07-14 19:51:47"";77.2;75;4.3;1020.0"
"224;""Orlando"";""2024-07-14 19:52:47"";77.2;75;4.3;1020.0"
"225;""Orlando"";""2024-07-14 19:53:47"";85.2;88;4.0;1017.0"
"226;""Orlando"";""2024-07-14 19:54:47"";77.2;75;4.3;1020.0"
"227;""Orlando"";""2024-07-14 19:55:47"";85.2;88;4.0;1017.0"
"228;""Orlando"";""2024-07-14 19:56:47"";77.2;75;4.3;1020.0"
"229;""Orlando"";""2024-07-14 19:57:47"";77.2;75;4.3;1020.0"
"230;""Orlando"";""2024-07-14 19:58:47"";77.2;75;4.3;1020.0"
"231;""Orlando"";""2024-07-14 19:59:51"";85.2;88;4.0;1017.0"
"232;""Orlando"";""2024-07-14 20:00:46"";77.2;75;4.3;1020.0"
"233;""Orlando"";""2024-07-14 20:01:47"";85.2;88;4.0;1017.0"
"234;""Orlando"";""2024-07-14 20:02:48"";77.5;75;4.3;1020.0"
"235;""Orlando"";""2024-07-14 20:03:46"";77.5;75;4.3;1020.0"
"236;""Orlando"";""2024-07-14 20:04:48"";77.5;75;4.3;1020.0"
"237;""Orlando"";""2024-07-14 20:05:48"";77.5;75;4.3;1020.0"
"238;""Orlando"";""2024-07-14 20:06:48"";77.5;75;4.3;1020.0"
"239;""Orlando"";""2024-07-14 20:07:48"";77.5;75;4.3;1020.0"
"240;""Orlando"";""2024-07-14 20:08:48"";77.5;75;4.3;1020.0"
"241;""Orlando"";""2024-07-14 20:09:48"";77.5;75;4.3;1020.0"
"242;""Orlando"";""2024-07-14 20:10:48"";77.5;75;4.3;1020.0"
"243;""Orlando"";""2024-07-14 20:11:49"";77.5;75;4.3;1020.0"
"244;""Orlando"";""2024-07-14 20:12:48"";77.5;75;4.3;1020.0"
"245;""Orlando"";""2024-07-14 20:13:48"";77.5;75;4.3;1020.0"
"246;""Orlando"";""2024-07-14 20:14:48"";80.4;89;4.0;1019.0"
"247;""Orlando"";""2024-07-14 20:15:48"";77.5;75;4.3;1020.0"
"248;""Orlando"";""2024-07-14 20:16:48"";80.4;89;4.0;1019.0"
"249;""Orlando"";""2024-07-14 20:17:49"";80.4;89;4.0;1019.0"
"250;""Orlando"";""2024-07-14 20:18:48"";77.2;50;5.6;1020.0"
"251;""Orlando"";""2024-07-14 20:19:48"";80.4;89;4.0;1019.0"
"252;""Orlando"";""2024-07-14 20:20:48"";80.4;89;4.0;1019.0"
"253;""Orlando"";""2024-07-14 20:21:48"";77.2;50;5.6;1020.0"
"254;""Orlando"";""2024-07-14 20:22:48"";77.2;50;5.6;1020.0"
"255;""Orlando"";""2024-07-14 20:23:49"";77.2;50;5.6;1020.0"
"256;""Orlando"";""2024-07-14 20:24:48"";77.2;50;5.6;1020.0"
"257;""Orlando"";""2024-07-14 20:25:48"";77.2;50;5.6;1020.0"
"258;""Orlando"";""2024-07-14 20:26:48"";77.2;50;5.6;1020.0"
"259;""Orlando"";""2024-07-14 20:27:49"";77.2;50;5.6;1020.0"
"260;""Orlando"";""2024-07-14 20:28:48"";77.2;50;5.6;1020.0"
"261;""Orlando"";""2024-07-14 20:29:48"";77.2;50;5.6;1020.0"
"262;""Orlando"";""2024-07-14 20:30:48"";77.2;50;5.6;1020.0"
"263;""Orlando"";""2024-07-14 20:31:48"";77.2;50;5.6;1020.0"
"264;""Orlando"";""2024-07-14 20:32:49"";77.4;50;5.6;1020.0"
"265;""Orlando"";""2024-07-14 20:33:48"";77.2;50;5.6;1020.0"
"266;""Orlando"";""2024-07-14 20:34:49"";77.4;50;5.6;1020.0"
"267;""Orlando"";""2024-07-14 20:35:49"";77.4;50;5.6;1020.0"
"268;""Orlando"";""2024-07-14 20:36:48"";80.4;89;4.0;1019.0"
"269;""Orlando"";""2024-07-14 20:37:48"";80.4;89;4.0;1019.0"
"270;""Orlando"";""2024-07-14 20:38:48"";80.4;89;4.0;1019.0"
"271;""Orlando"";""2024-07-14 20:39:48"";80.4;89;4.0;1019.0"
"272;""Orlando"";""2024-07-14 20:40:48"";77.4;50;5.6;1020.0"
"273;""Orlando"";""2024-07-14 20:41:48"";77.4;50;5.6;1020.0"
"274;""Orlando"";""2024-07-14 20:42:48"";77.4;50;5.6;1020.0"
"275;""Orlando"";""2024-07-14 20:43:48"";77.4;50;5.6;1020.0"
"276;""Orlando"";""2024-07-14 20:44:48"";80.4;89;4.0;1019.0"
"277;""Orlando"";""2024-07-14 20:45:48"";77.4;50;5.6;1020.0"
"278;""Orlando"";""2024-07-14 20:46:48"";77.4;50;5.6;1020.0"
"279;""Orlando"";""2024-07-14 20:47:48"";77.4;50;5.6;1020.0"
"280;""Orlando"";""2024-07-14 20:48:48"";77.4;50;5.6;1020.0"
"281;""Orlando"";""2024-07-14 20:49:48"";80.4;89;4.0;1019.0"
"282;""Orlando"";""2024-07-14 20:50:48"";80.4;89;4.0;1019.0"
"283;""Orlando"";""2024-07-14 20:51:48"";80.4;89;4.0;1019.0"
"284;""Orlando"";""2024-07-14 20:52:48"";80.4;89;4.0;1019.0"
"285;""Orlando"";""2024-07-14 20:53:48"";80.4;89;4.0;1019.0"
"286;""Orlando"";""2024-07-14 20:54:48"";80.4;89;4.0;1019.0"
"287;""Orlando"";""2024-07-14 20:55:48"";80.4;89;4.0;1019.0"
"288;""Orlando"";""2024-07-14 20:56:48"";80.4;89;4.0;1019.0"
"289;""Orlando"";""2024-07-14 20:57:49"";77.4;50;5.6;1020.0"
"290;""Orlando"";""2024-07-14 20:58:48"";77.4;50;5.6;1020.0"
"291;""Orlando"";""2024-07-14 20:59:48"";77.4;50;5.6;1020.0"
"292;""Orlando"";""2024-07-14 21:00:48"";77.4;50;5.6;1020.0"
"293;""Orlando"";""2024-07-14 21:01:48"";77.4;50;5.6;1020.0"
"294;""Orlando"";""2024-07-14 21:02:48"";77.4;50;5.6;1020.0"
"295;""Orlando"";""2024-07-14 21:03:48"";77.4;50;5.6;1020.0"
"296;""Orlando"";""2024-07-14 21:04:48"";77.4;50;5.6;1020.0"
"297;""Orlando"";""2024-07-14 21:05:48"";77.4;50;5.6;1020.0"
"298;""Orlando"";""2024-07-14 21:06:48"";77.4;50;5.6;1020.0"
"299;""Orlando"";""2024-07-14 21:07:48"";77.4;50;5.6;1020.0"
"300;""Orlando"";""2024-07-14 21:08:48"";77.4;50;5.6;1020.0"
"301;""Orlando"";""2024-07-14 21:09:48"";77.4;50;5.6;1020.0"
"302;""Orlando"";""2024-07-14 21:10:48"";77.4;50;5.6;1020.0"
"303;""Orlando"";""2024-07-14 21:11:48"";77.4;50;5.6;1020.0"
"304;""Orlando"";""2024-07-14 21:12:48"";77.4;50;5.6;1020.0"
"305;""Orlando"";""2024-07-14 21:13:48"";77.4;50;5.6;1020.0"
"306;""Orlando"";""2024-07-14 21:14:48"";77.4;50;5.6;1020.0"
"307;""Orlando"";""2024-07-14 21:15:48"";77.4;50;5.6;1020.0"
"308;""Orlando"";""2024-07-14 21:16:48"";77.4;50;5.6;1020.0"
"309;""Orlando"";""2024-07-14 21:17:48"";75.9;50;9.4;1020.0"
"310;""Orlando"";""2024-07-14 21:18:48"";77.4;50;5.6;1020.0"
"311;""Orlando"";""2024-07-14 21:19:48"";77.4;50;5.6;1020.0"
"312;""Orlando"";""2024-07-14 21:20:48"";75.9;50;9.4;1020.0"
"313;""Orlando"";""2024-07-14 21:21:49"";75.9;50;9.4;1020.0"
"314;""Orlando"";""2024-07-14 21:22:48"";75.9;50;9.4;1020.0"
"315;""Orlando"";""2024-07-14 21:23:48"";75.9;50;9.4;1020.0"
"316;""Orlando"";""2024-07-14 21:24:48"";75.9;50;9.4;1020.0"
"317;""Orlando"";""2024-07-14 21:25:48"";75.9;50;9.4;1020.0"
"318;""Orlando"";""2024-07-14 21:26:48"";75.9;50;9.4;1020.0"
